id,objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,mtfcc,funcstat,aland,awater,intptlat,intptlon,shape_leng,shape_area,geoid_data,geoid2,nbr_crimes,avg_sfla,avg_aprtot,avg_price,avg_rmbed,nbr_parcels,nbr_housing,pop,crime_rate,avg_hh_income,lstat
5208,4492,12,127,83006,1,1.21E+11,Block Group 1,G5030,S,1908742,37907,28.9504878,-80.9019205,0.053586598,0.000180166,15000US121270830061,15000US121270830061,35,1498.2,165738.9,181261,2.9,253,669,1538,MED,48438,0.599688635
9763,9581,12,127,90400,1,1.21E+11,Block Group 1,G5030,S,1007407,0,29.0374736,-81.2871352,0.039141325,0.000093314,15000US121270904001,15000US121270904001,6,1573,167027.2,188742,2.7,86,135,247,LOW,49000,0.593855734
7738,7306,12,127,81700,4,1.21E+11,Block Group 4,G5030,S,1129637,0,29.2232222,-81.05376,0.049895266,0.000104821,15000US121270817004,15000US121270817004,65,1414.3,121791.1,133982,2.9,34,155,237,HIGH,26591,0.826434873
6728,6118,12,127,90204,2,1.21E+11,Block Group 2,G5030,S,27004768,1540800,29.039426,-81.3559698,0.252250263,0.002644224,15000US121270902042,15000US121270902042,40,1964.6,218406.8,237298,3.3,547,1362,3018,HIGH,59327,0.486673586
7750,7319,12,127,82507,2,1.21E+11,Block Group 2,G5030,S,1876653,0,29.1160873,-81.0033883,0.060920332,0.00017396,15000US121270825072,15000US121270825072,65,1451.6,174175.3,197750,2.6,286,448,1061,HIGH,54650,0.535215361
8219,7811,12,127,82503,3,1.21E+11,Block Group 3,G5030,S,1580629,0,29.1281981,-80.9909128,0.064257672,0.000146537,15000US121270825033,15000US121270825033,21,1513.6,163918.4,186493,2.9,0,183,264,MED,37083,0.717540218
4690,3950,12,127,80600,1,1.21E+11,Block Group 1,G5030,S,1673335,705295,29.2696262,-81.0492239,0.06299733,0.000220816,15000US121270806001,15000US121270806001,17,1378.8,181159,205462,2.6,109,679,1231,MED,42558,0.660716139
9165,8902,12,127,90600,5,1.21E+11,Block Group 5,G5030,S,686981,0,29.0205034,-81.3172062,0.037937628,6.36E-05,15000US121270906005,15000US121270906005,26,1330,142138,155879,2.9,81,48,116,MED,42669,0.659564089
1807,510,12,127,82100,3,1.21E+11,Block Group 3,G5030,S,665807,0,29.1948748,-81.0255125,0.042265041,6.18E-05,15000US121270821003,15000US121270821003,20,1174.1,82725.1,95264,3.1,14,61,128,MED,18869,0.906580176
5173,4465,12,127,82411,1,1.21E+11,Block Group 1,G5030,S,2394990,0,29.1561116,-81.0527395,0.062380555,0.000222094,15000US121270824111,15000US121270824111,23,1723.9,167740.5,187906,2.7,305,445,642,MED,56250,0.518609237
5008,4296,12,127,82510,2,1.21E+11,Block Group 2,G5030,S,1653657,0,29.1172803,-80.9800229,0.051638345,0.000153291,15000US121270825102,15000US121270825102,77,1404.4,160624.8,181236,2.7,45,1042,1724,HIGH,31019,0.780477426
4316,3572,12,127,80300,2,1.21E+11,Block Group 2,G5030,S,618797,323342,29.3271734,-81.0609928,0.044426996,8.75E-05,15000US121270803002,15000US121270803002,0,1152.9,214326,244488,2.2,211,382,602,LOW,42112,0.665345096
89,880,12,127,91005,1,1.21E+11,Block Group 1,G5030,S,74732898,5442606,28.8183509,-81.1570999,0.575286916,0.007412293,15000US121270910051,15000US121270910051,0,2098.6,306690.6,316752,3.4,73,224,542,LOW,73021,0.344545926
5677,6343,12,127,82704,3,1.21E+11,Block Group 3,G5030,S,47553761,70137824,28.8591891,-80.7967932,0.642140198,0.010882499,15000US121270827043,15000US121270827043,0,2127.5,528489.1,624014,3.2,79,214,247,LOW,83333,0.23751946
943,6348,12,127,91027,2,1.21E+11,Block Group 2,G5030,S,2986663,350086,28.9131477,-81.210285,0.096383384,0.000308711,15000US121270910272,15000US121270910272,0,1579.6,164144.5,180151,3,336,633,1598,LOW,50152,0.581899325
4935,4221,12,127,82605,1,1.21E+11,Block Group 1,G5030,S,943581,1614847,29.1576593,-80.975293,0.061580642,0.000237251,15000US121270826051,15000US121270826051,1,1754.3,337567.8,393781,2.6,256,328,518,LOW,68750,0.388873897
6932,6358,12,127,90204,1,1.21E+11,Block Group 1,G5030,S,77545154,16615272,29.0695395,-81.4328195,0.603758119,0.008725772,15000US121270902041,15000US121270902041,0,1903.2,228209,250326,3.2,221,272,726,LOW,51284,0.570150493
4712,3964,12,127,80700,2,1.21E+11,Block Group 2,G5030,S,995019,5483,29.2951619,-81.067376,0.040052005,9.29E-05,15000US121270807002,15000US121270807002,5,1394.6,188439.4,210873,2.8,78,231,552,LOW,62105,0.457841204
495,3862,12,127,81000,3,1.21E+11,Block Group 3,G5030,S,992397,643154,29.2412806,-81.0356576,0.050551317,0.000151792,15000US121270810003,15000US121270810003,76,1360.6,165702.7,185544,2.5,66,345,691,HIGH,44957,0.635817333
4738,3990,12,127,80805,1,1.21E+11,Block Group 1,G5030,S,1431280,8549,29.27457,-81.0861655,0.057647684,0.000133662,15000US121270808051,15000US121270808051,27,1369.8,143405.3,160949,2.7,96,482,789,MED,30739,0.783383498
5297,4579,12,127,82703,2,1.21E+11,Block Group 2,G5030,S,637055,439396,29.0340138,-80.8933419,0.04006351,9.97E-05,15000US121270827032,15000US121270827032,19,1556.9,466339.8,523239,2.6,149,347,431,MED,67969,0.396979761
4692,3949,12,127,80500,2,1.21E+11,Block Group 2,G5030,S,1461330,1165147,29.273657,-81.0324204,0.064081581,0.000243831,15000US121270805002,15000US121270805002,33,1421.9,203062.9,236990,2.5,201,802,1092,MED,35329,0.735744681
10026,9886,12,127,90400,5,1.21E+11,Block Group 5,G5030,S,859517,0,29.0362012,-81.3171661,0.038054596,7.96E-05,15000US121270904005,15000US121270904005,23,1200.2,137053.9,154601,2.7,83,143,292,MED,49667,0.586933057
1787,487,12,127,82507,1,1.21E+11,Block Group 1,G5030,S,2588413,0,29.1133574,-81.0155401,0.064832104,0.000239932,15000US121270825071,15000US121270825071,201,1773.4,203532.7,236808,2.9,153,164,341,HIGH,44815,0.637291126
9769,9584,12,127,90400,4,1.21E+11,Block Group 4,G5030,S,873060,0,29.0362573,-81.3109137,0.038212534,0.000080869,15000US121270904004,15000US121270904004,16,1423,171691.8,188826,2.8,74,134,239,MED,58482,0.495443695
